"","X","model","no.tips","tree.height","no.sim","sig2.1","sig2.2","sig2.cov","root.1","root.2","half.life","alpha.1","alpha.2","alpha.cov12","alpha.cov21","theta.1","theta.2","S.1","S.2","S.cov12","S.cov21","tip.sig2.1","tip.sig2.2","tip.sig2.cov","r.1","r.2","r.cov","slope.1","slope.2","slope.cov"
"1",1,"BM",20,10,50,1,0.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",2,"BM",20,10,50,1,0.5,0.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",3,"BM",20,10,50,1,0.5,-0.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",4,"BM",50,10,50,1,0.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",5,"BM",50,10,50,1,0.5,0.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",6,"BM",50,10,50,1,0.5,-0.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",7,"BM",100,10,50,1,0.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",8,"BM",100,10,50,1,0.5,0.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",9,"BM",100,10,50,1,0.5,-0.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",10,"BM",150,10,50,1,0.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",11,"BM",150,10,50,1,0.5,0.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",12,"BM",150,10,50,1,0.5,-0.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",13,"OU",20,10,50,1,0.5,0,0,0,2,0.346573590279973,0.173286795139986,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",14,"OU",20,10,50,1,0.5,0,0,0,2,0.346573590279973,0.173286795139986,0.12996509635499,0.12996509635499,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",15,"OU",20,10,50,1,0.5,0,0,0,2,0.346573590279973,0.173286795139986,-0.12996509635499,-0.12996509635499,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",16,"OU",20,10,50,1,0.5,0,0,0,2,0.346573590279973,0.173286795139986,0.12996509635499,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",17,"OU",20,10,50,1,0.5,0,0,0,10,0.0693147180559945,0.0346573590279973,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",18,"OU",20,10,50,1,0.5,0,0,0,10,0.0693147180559945,0.0346573590279973,0.0259930192709979,0.0259930192709979,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",19,"OU",20,10,50,1,0.5,0,0,0,10,0.0693147180559945,0.0346573590279973,-0.0259930192709979,-0.0259930192709979,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",20,"OU",20,10,50,1,0.5,0,0,0,10,0.0693147180559945,0.0346573590279973,0.0259930192709979,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",21,"OU",20,10,50,1,0.5,0.5,0,0,2,0.346573590279973,0.173286795139986,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",22,"OU",20,10,50,1,0.5,0.5,0,0,2,0.346573590279973,0.173286795139986,0.12996509635499,0.12996509635499,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",23,"OU",20,10,50,1,0.5,0.5,0,0,2,0.346573590279973,0.173286795139986,-0.12996509635499,-0.12996509635499,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",24,"OU",20,10,50,1,0.5,0.5,0,0,2,0.346573590279973,0.173286795139986,0.12996509635499,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",25,"OU",20,10,50,1,0.5,0.5,0,0,10,0.0693147180559945,0.0346573590279973,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",26,"OU",20,10,50,1,0.5,0.5,0,0,10,0.0693147180559945,0.0346573590279973,0.0259930192709979,0.0259930192709979,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",27,"OU",20,10,50,1,0.5,0.5,0,0,10,0.0693147180559945,0.0346573590279973,-0.0259930192709979,-0.0259930192709979,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",28,"OU",20,10,50,1,0.5,0.5,0,0,10,0.0693147180559945,0.0346573590279973,0.0259930192709979,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",29,"OU",20,10,50,1,0.5,-0.5,0,0,2,0.346573590279973,0.173286795139986,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",30,"OU",20,10,50,1,0.5,-0.5,0,0,2,0.346573590279973,0.173286795139986,0.12996509635499,0.12996509635499,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",31,"OU",20,10,50,1,0.5,-0.5,0,0,2,0.346573590279973,0.173286795139986,-0.12996509635499,-0.12996509635499,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",32,"OU",20,10,50,1,0.5,-0.5,0,0,2,0.346573590279973,0.173286795139986,0.12996509635499,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",33,"OU",20,10,50,1,0.5,-0.5,0,0,10,0.0693147180559945,0.0346573590279973,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",34,"OU",20,10,50,1,0.5,-0.5,0,0,10,0.0693147180559945,0.0346573590279973,0.0259930192709979,0.0259930192709979,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",35,"OU",20,10,50,1,0.5,-0.5,0,0,10,0.0693147180559945,0.0346573590279973,-0.0259930192709979,-0.0259930192709979,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",36,"OU",20,10,50,1,0.5,-0.5,0,0,10,0.0693147180559945,0.0346573590279973,0.0259930192709979,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",37,"OU",50,10,50,1,0.5,0,0,0,2,0.346573590279973,0.173286795139986,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",38,"OU",50,10,50,1,0.5,0,0,0,2,0.346573590279973,0.173286795139986,0.12996509635499,0.12996509635499,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",39,"OU",50,10,50,1,0.5,0,0,0,2,0.346573590279973,0.173286795139986,-0.12996509635499,-0.12996509635499,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",40,"OU",50,10,50,1,0.5,0,0,0,2,0.346573590279973,0.173286795139986,0.12996509635499,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",41,"OU",50,10,50,1,0.5,0,0,0,10,0.0693147180559945,0.0346573590279973,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",42,"OU",50,10,50,1,0.5,0,0,0,10,0.0693147180559945,0.0346573590279973,0.0259930192709979,0.0259930192709979,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",43,"OU",50,10,50,1,0.5,0,0,0,10,0.0693147180559945,0.0346573590279973,-0.0259930192709979,-0.0259930192709979,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",44,"OU",50,10,50,1,0.5,0,0,0,10,0.0693147180559945,0.0346573590279973,0.0259930192709979,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",45,"OU",50,10,50,1,0.5,0.5,0,0,2,0.346573590279973,0.173286795139986,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",46,"OU",50,10,50,1,0.5,0.5,0,0,2,0.346573590279973,0.173286795139986,0.12996509635499,0.12996509635499,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",47,"OU",50,10,50,1,0.5,0.5,0,0,2,0.346573590279973,0.173286795139986,-0.12996509635499,-0.12996509635499,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",48,"OU",50,10,50,1,0.5,0.5,0,0,2,0.346573590279973,0.173286795139986,0.12996509635499,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",49,"OU",50,10,50,1,0.5,0.5,0,0,10,0.0693147180559945,0.0346573590279973,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",50,"OU",50,10,50,1,0.5,0.5,0,0,10,0.0693147180559945,0.0346573590279973,0.0259930192709979,0.0259930192709979,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",51,"OU",50,10,50,1,0.5,0.5,0,0,10,0.0693147180559945,0.0346573590279973,-0.0259930192709979,-0.0259930192709979,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",52,"OU",50,10,50,1,0.5,0.5,0,0,10,0.0693147180559945,0.0346573590279973,0.0259930192709979,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",53,"OU",50,10,50,1,0.5,-0.5,0,0,2,0.346573590279973,0.173286795139986,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",54,"OU",50,10,50,1,0.5,-0.5,0,0,2,0.346573590279973,0.173286795139986,0.12996509635499,0.12996509635499,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",55,"OU",50,10,50,1,0.5,-0.5,0,0,2,0.346573590279973,0.173286795139986,-0.12996509635499,-0.12996509635499,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",56,"OU",50,10,50,1,0.5,-0.5,0,0,2,0.346573590279973,0.173286795139986,0.12996509635499,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",57,"OU",50,10,50,1,0.5,-0.5,0,0,10,0.0693147180559945,0.0346573590279973,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",58,"OU",50,10,50,1,0.5,-0.5,0,0,10,0.0693147180559945,0.0346573590279973,0.0259930192709979,0.0259930192709979,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",59,"OU",50,10,50,1,0.5,-0.5,0,0,10,0.0693147180559945,0.0346573590279973,-0.0259930192709979,-0.0259930192709979,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",60,"OU",50,10,50,1,0.5,-0.5,0,0,10,0.0693147180559945,0.0346573590279973,0.0259930192709979,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",61,"OU",100,10,50,1,0.5,0,0,0,2,0.346573590279973,0.173286795139986,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",62,"OU",100,10,50,1,0.5,0,0,0,2,0.346573590279973,0.173286795139986,0.12996509635499,0.12996509635499,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",63,"OU",100,10,50,1,0.5,0,0,0,2,0.346573590279973,0.173286795139986,-0.12996509635499,-0.12996509635499,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",64,"OU",100,10,50,1,0.5,0,0,0,2,0.346573590279973,0.173286795139986,0.12996509635499,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",65,"OU",100,10,50,1,0.5,0,0,0,10,0.0693147180559945,0.0346573590279973,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",66,"OU",100,10,50,1,0.5,0,0,0,10,0.0693147180559945,0.0346573590279973,0.0259930192709979,0.0259930192709979,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",67,"OU",100,10,50,1,0.5,0,0,0,10,0.0693147180559945,0.0346573590279973,-0.0259930192709979,-0.0259930192709979,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",68,"OU",100,10,50,1,0.5,0,0,0,10,0.0693147180559945,0.0346573590279973,0.0259930192709979,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",69,"OU",100,10,50,1,0.5,0.5,0,0,2,0.346573590279973,0.173286795139986,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",70,"OU",100,10,50,1,0.5,0.5,0,0,2,0.346573590279973,0.173286795139986,0.12996509635499,0.12996509635499,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",71,"OU",100,10,50,1,0.5,0.5,0,0,2,0.346573590279973,0.173286795139986,-0.12996509635499,-0.12996509635499,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",72,"OU",100,10,50,1,0.5,0.5,0,0,2,0.346573590279973,0.173286795139986,0.12996509635499,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",73,"OU",100,10,50,1,0.5,0.5,0,0,10,0.0693147180559945,0.0346573590279973,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",74,"OU",100,10,50,1,0.5,0.5,0,0,10,0.0693147180559945,0.0346573590279973,0.0259930192709979,0.0259930192709979,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",75,"OU",100,10,50,1,0.5,0.5,0,0,10,0.0693147180559945,0.0346573590279973,-0.0259930192709979,-0.0259930192709979,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",76,"OU",100,10,50,1,0.5,0.5,0,0,10,0.0693147180559945,0.0346573590279973,0.0259930192709979,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",77,"OU",100,10,50,1,0.5,-0.5,0,0,2,0.346573590279973,0.173286795139986,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",78,"OU",100,10,50,1,0.5,-0.5,0,0,2,0.346573590279973,0.173286795139986,0.12996509635499,0.12996509635499,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",79,"OU",100,10,50,1,0.5,-0.5,0,0,2,0.346573590279973,0.173286795139986,-0.12996509635499,-0.12996509635499,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",80,"OU",100,10,50,1,0.5,-0.5,0,0,2,0.346573590279973,0.173286795139986,0.12996509635499,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",81,"OU",100,10,50,1,0.5,-0.5,0,0,10,0.0693147180559945,0.0346573590279973,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",82,"OU",100,10,50,1,0.5,-0.5,0,0,10,0.0693147180559945,0.0346573590279973,0.0259930192709979,0.0259930192709979,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",83,"OU",100,10,50,1,0.5,-0.5,0,0,10,0.0693147180559945,0.0346573590279973,-0.0259930192709979,-0.0259930192709979,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",84,"OU",100,10,50,1,0.5,-0.5,0,0,10,0.0693147180559945,0.0346573590279973,0.0259930192709979,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",85,"OU",150,10,50,1,0.5,0,0,0,2,0.346573590279973,0.173286795139986,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",86,"OU",150,10,50,1,0.5,0,0,0,2,0.346573590279973,0.173286795139986,0.12996509635499,0.12996509635499,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",87,"OU",150,10,50,1,0.5,0,0,0,2,0.346573590279973,0.173286795139986,-0.12996509635499,-0.12996509635499,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",88,"OU",150,10,50,1,0.5,0,0,0,2,0.346573590279973,0.173286795139986,0.12996509635499,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",89,"OU",150,10,50,1,0.5,0,0,0,10,0.0693147180559945,0.0346573590279973,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",90,"OU",150,10,50,1,0.5,0,0,0,10,0.0693147180559945,0.0346573590279973,0.0259930192709979,0.0259930192709979,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",91,"OU",150,10,50,1,0.5,0,0,0,10,0.0693147180559945,0.0346573590279973,-0.0259930192709979,-0.0259930192709979,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",92,"OU",150,10,50,1,0.5,0,0,0,10,0.0693147180559945,0.0346573590279973,0.0259930192709979,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",93,"OU",150,10,50,1,0.5,0.5,0,0,2,0.346573590279973,0.173286795139986,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",94,"OU",150,10,50,1,0.5,0.5,0,0,2,0.346573590279973,0.173286795139986,0.12996509635499,0.12996509635499,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",95,"OU",150,10,50,1,0.5,0.5,0,0,2,0.346573590279973,0.173286795139986,-0.12996509635499,-0.12996509635499,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",96,"OU",150,10,50,1,0.5,0.5,0,0,2,0.346573590279973,0.173286795139986,0.12996509635499,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",97,"OU",150,10,50,1,0.5,0.5,0,0,10,0.0693147180559945,0.0346573590279973,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",98,"OU",150,10,50,1,0.5,0.5,0,0,10,0.0693147180559945,0.0346573590279973,0.0259930192709979,0.0259930192709979,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",99,"OU",150,10,50,1,0.5,0.5,0,0,10,0.0693147180559945,0.0346573590279973,-0.0259930192709979,-0.0259930192709979,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",100,"OU",150,10,50,1,0.5,0.5,0,0,10,0.0693147180559945,0.0346573590279973,0.0259930192709979,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",101,"OU",150,10,50,1,0.5,-0.5,0,0,2,0.346573590279973,0.173286795139986,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",102,"OU",150,10,50,1,0.5,-0.5,0,0,2,0.346573590279973,0.173286795139986,0.12996509635499,0.12996509635499,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",103,"OU",150,10,50,1,0.5,-0.5,0,0,2,0.346573590279973,0.173286795139986,-0.12996509635499,-0.12996509635499,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",104,"OU",150,10,50,1,0.5,-0.5,0,0,2,0.346573590279973,0.173286795139986,0.12996509635499,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",105,"OU",150,10,50,1,0.5,-0.5,0,0,10,0.0693147180559945,0.0346573590279973,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",106,"OU",150,10,50,1,0.5,-0.5,0,0,10,0.0693147180559945,0.0346573590279973,0.0259930192709979,0.0259930192709979,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",107,"OU",150,10,50,1,0.5,-0.5,0,0,10,0.0693147180559945,0.0346573590279973,-0.0259930192709979,-0.0259930192709979,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",108,"OU",150,10,50,1,0.5,-0.5,0,0,10,0.0693147180559945,0.0346573590279973,0.0259930192709979,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",109,"MC",20,10,50,1,0.5,0,0,0,2,NA,NA,NA,NA,NA,NA,0.346573590279973,0.173286795139986,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",110,"MC",20,10,50,1,0.5,0,0,0,2,NA,NA,NA,NA,NA,NA,0.346573590279973,0.173286795139986,0.12996509635499,0.12996509635499,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",111,"MC",20,10,50,1,0.5,0,0,0,2,NA,NA,NA,NA,NA,NA,0.346573590279973,0.173286795139986,-0.12996509635499,-0.12996509635499,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",112,"MC",20,10,50,1,0.5,0,0,0,2,NA,NA,NA,NA,NA,NA,0.346573590279973,0.173286795139986,0.12996509635499,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",113,"MC",20,10,50,1,0.5,0,0,0,10,NA,NA,NA,NA,NA,NA,0.0693147180559945,0.0346573590279973,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",114,"MC",20,10,50,1,0.5,0,0,0,10,NA,NA,NA,NA,NA,NA,0.0693147180559945,0.0346573590279973,0.0259930192709979,0.0259930192709979,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",115,"MC",20,10,50,1,0.5,0,0,0,10,NA,NA,NA,NA,NA,NA,0.0693147180559945,0.0346573590279973,-0.0259930192709979,-0.0259930192709979,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",116,"MC",20,10,50,1,0.5,0,0,0,10,NA,NA,NA,NA,NA,NA,0.0693147180559945,0.0346573590279973,0.0259930192709979,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",117,"MC",20,10,50,1,0.5,0.5,0,0,2,NA,NA,NA,NA,NA,NA,0.346573590279973,0.173286795139986,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",118,"MC",20,10,50,1,0.5,0.5,0,0,2,NA,NA,NA,NA,NA,NA,0.346573590279973,0.173286795139986,0.12996509635499,0.12996509635499,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",119,"MC",20,10,50,1,0.5,0.5,0,0,2,NA,NA,NA,NA,NA,NA,0.346573590279973,0.173286795139986,-0.12996509635499,-0.12996509635499,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",120,"MC",20,10,50,1,0.5,0.5,0,0,2,NA,NA,NA,NA,NA,NA,0.346573590279973,0.173286795139986,0.12996509635499,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",121,"MC",20,10,50,1,0.5,0.5,0,0,10,NA,NA,NA,NA,NA,NA,0.0693147180559945,0.0346573590279973,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",122,"MC",20,10,50,1,0.5,0.5,0,0,10,NA,NA,NA,NA,NA,NA,0.0693147180559945,0.0346573590279973,0.0259930192709979,0.0259930192709979,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",123,"MC",20,10,50,1,0.5,0.5,0,0,10,NA,NA,NA,NA,NA,NA,0.0693147180559945,0.0346573590279973,-0.0259930192709979,-0.0259930192709979,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",124,"MC",20,10,50,1,0.5,0.5,0,0,10,NA,NA,NA,NA,NA,NA,0.0693147180559945,0.0346573590279973,0.0259930192709979,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",125,"MC",20,10,50,1,0.5,-0.5,0,0,2,NA,NA,NA,NA,NA,NA,0.346573590279973,0.173286795139986,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",126,"MC",20,10,50,1,0.5,-0.5,0,0,2,NA,NA,NA,NA,NA,NA,0.346573590279973,0.173286795139986,0.12996509635499,0.12996509635499,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",127,"MC",20,10,50,1,0.5,-0.5,0,0,2,NA,NA,NA,NA,NA,NA,0.346573590279973,0.173286795139986,-0.12996509635499,-0.12996509635499,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128",128,"MC",20,10,50,1,0.5,-0.5,0,0,2,NA,NA,NA,NA,NA,NA,0.346573590279973,0.173286795139986,0.12996509635499,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129",129,"MC",20,10,50,1,0.5,-0.5,0,0,10,NA,NA,NA,NA,NA,NA,0.0693147180559945,0.0346573590279973,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130",130,"MC",20,10,50,1,0.5,-0.5,0,0,10,NA,NA,NA,NA,NA,NA,0.0693147180559945,0.0346573590279973,0.0259930192709979,0.0259930192709979,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131",131,"MC",20,10,50,1,0.5,-0.5,0,0,10,NA,NA,NA,NA,NA,NA,0.0693147180559945,0.0346573590279973,-0.0259930192709979,-0.0259930192709979,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132",132,"MC",20,10,50,1,0.5,-0.5,0,0,10,NA,NA,NA,NA,NA,NA,0.0693147180559945,0.0346573590279973,0.0259930192709979,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133",133,"MC",50,10,50,1,0.5,0,0,0,2,NA,NA,NA,NA,NA,NA,0.346573590279973,0.173286795139986,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134",134,"MC",50,10,50,1,0.5,0,0,0,2,NA,NA,NA,NA,NA,NA,0.346573590279973,0.173286795139986,0.12996509635499,0.12996509635499,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135",135,"MC",50,10,50,1,0.5,0,0,0,2,NA,NA,NA,NA,NA,NA,0.346573590279973,0.173286795139986,-0.12996509635499,-0.12996509635499,NA,NA,NA,NA,NA,NA,NA,NA,NA
